fip,0 Days,1 Days,2 Days,3 Days,4 Days,5 Days,6 Days,7 Days,8 Days,9 Days,10 Days
1001,0,0.071428571,0.5,0.785714286,0.857142857,0.928571429,1,1,1,1,1
1003,0.033783784,0.222972973,0.47972973,0.77027027,0.864864865,0.918918919,0.959459459,0.966216216,1,1,1
1005,0,0.5,0.5,0.5,0.75,0.75,1,1,1,1,1
1007,0,0,0,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,1,1,1
1009,0,0.166666667,0.416666667,0.583333333,0.583333333,0.833333333,0.833333333,1,1,1,1
1015,0.074074074,0.296296296,0.666666667,0.740740741,0.888888889,1,1,1,1,1,1
1019,0,0,0,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.833333333,0.833333333
1021,0.0625,0.125,0.25,0.5625,0.75,0.8125,0.8125,0.9375,1,1,1
1025,0,0,0.75,1,1,1,1,1,1,1,1
1027,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,1
1029,0,0.25,0.5,0.5,0.5,0.5,0.75,1,1,1,1
1031,0.076923077,0.384615385,0.538461538,0.692307692,0.846153846,1,1,1,1,1,1
1033,0,0.1,0.3,0.4,0.55,0.65,0.7,0.75,0.75,0.8,0.9
1039,0,0,0.333333333,0.5,0.666666667,1,1,1,1,1,1
1043,0.090909091,0.090909091,0.363636364,0.727272727,0.818181818,0.954545455,1,1,1,1,1
1045,0,0.333333333,0.666666667,0.75,0.916666667,1,1,1,1,1,1
1047,0,0,0.428571429,0.428571429,0.857142857,0.857142857,0.857142857,1,1,1,1
1049,0,0.1,0.45,0.7,0.95,1,1,1,1,1,1
1051,0,0.15,0.5,0.85,0.95,1,1,1,1,1,1
1053,0,0,0,0,0,0,0.5,1,1,1,1
1055,0,0,0.25,0.5,0.625,0.75,0.75,1,1,1,1
1057,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,1,1
1067,0,0.166666667,0.5,0.666666667,1,1,1,1,1,1,1
1069,0.129032258,0.290322581,0.548387097,0.677419355,0.967741935,1,1,1,1,1,1
1071,0,0.142857143,0.142857143,0.285714286,0.714285714,1,1,1,1,1,1
1073,0.024064171,0.171122995,0.403743316,0.660427807,0.85026738,0.914438503,0.949197861,0.975935829,1,1,1
1077,0,0.125,0.375,0.625,0.875,0.875,1,1,1,1,1
1079,0,0,0,0,0,0,0.25,0.25,0.75,0.75,0.75
1081,0.108695652,0.195652174,0.369565217,0.739130435,0.891304348,0.934782609,1,1,1,1,1
1083,0,0.25,0.25,0.6,0.8,0.95,0.95,1,1,1,1
1085,0,0.5,1,1,1,1,1,1,1,1,1
1089,0,0.145454545,0.327272727,0.518181818,0.790909091,0.918181818,0.945454545,0.981818182,0.981818182,0.990909091,1
1091,0,0.5,0.5,0.5,1,1,1,1,1,1,1
1095,0,0.230769231,0.461538462,0.538461538,0.615384615,0.769230769,0.769230769,0.846153846,0.846153846,0.846153846,0.846153846
1097,0.016,0.192,0.536,0.736,0.856,0.936,0.968,1,1,1,1
1099,0,0.111111111,0.444444444,0.555555556,0.888888889,1,1,1,1,1,1
1101,0.047619048,0.238095238,0.5,0.761904762,0.904761905,0.952380952,0.976190476,0.976190476,1,1,1
1103,0.111111111,0.185185185,0.444444444,0.666666667,0.962962963,1,1,1,1,1,1
1107,0,0.75,0.75,0.75,0.75,0.75,0.75,1,1,1,1
1109,0.2,0.2,0.8,0.8,0.8,0.8,0.8,1,1,1,1
1111,0,0,0,0.333333333,0.333333333,0.333333333,0.666666667,0.666666667,0.666666667,0.666666667,1
1113,0,0,0.285714286,0.714285714,1,1,1,1,1,1,1
1115,0,0.027027027,0.378378378,0.675675676,0.810810811,0.918918919,0.918918919,0.972972973,1,1,1
1117,0.025157233,0.182389937,0.440251572,0.754716981,0.855345912,0.93081761,0.987421384,1,1,1,1
1121,0.133333333,0.133333333,0.266666667,0.6,0.8,0.866666667,0.866666667,0.866666667,1,1,1
1123,0,0.166666667,0.416666667,0.5,0.75,0.833333333,0.833333333,0.916666667,1,1,1
1125,0,0.166666667,0.458333333,0.75,1,1,1,1,1,1,1
1127,0,0.136363636,0.454545455,0.590909091,0.772727273,0.954545455,1,1,1,1,1
1129,0,0,0,0.4,0.8,0.8,0.8,0.8,0.8,1,1
2020,0.033707865,0.134831461,0.303370787,0.494382022,0.662921348,0.842696629,0.921348315,1,1,1,1
2090,0,0,0.066666667,0.2,0.333333333,0.533333333,0.533333333,0.533333333,0.8,0.933333333,1
2110,0.052631579,0.263157895,0.368421053,0.421052632,0.684210526,0.789473684,0.894736842,0.947368421,0.947368421,0.947368421,0.947368421
2122,0.142857143,0.285714286,0.285714286,0.357142857,0.357142857,0.571428571,0.571428571,0.714285714,0.857142857,0.857142857,0.928571429
2130,0,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,1,1
2170,0,0.307692308,0.346153846,0.423076923,0.692307692,0.730769231,0.884615385,0.923076923,0.961538462,0.961538462,1
2240,0,0,0,0,0,0,0.333333333,0.666666667,0.666666667,1,1
4003,0,0,0,0,0,0,0.176470588,0.176470588,0.352941176,0.352941176,0.588235294
4005,0.068965517,0.137931034,0.172413793,0.275862069,0.448275862,0.620689655,0.689655172,0.689655172,0.75862069,0.862068966,0.965517241
4007,0.05,0.1,0.15,0.2,0.3,0.55,0.6,0.7,0.7,0.75,0.9
4009,0,0,0,0,0,0.333333333,0.333333333,0.333333333,1,1,1
4012,0,0,0,0,0,0.142857143,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571
4013,0.021126761,0.197183099,0.428403756,0.644953052,0.78814554,0.883802817,0.938967136,0.966549296,0.988262911,1,1
4015,0.023529412,0.058823529,0.164705882,0.235294118,0.282352941,0.447058824,0.529411765,0.611764706,0.694117647,0.729411765,0.823529412
4017,0,0,0.083333333,0.083333333,0.125,0.208333333,0.25,0.541666667,0.75,0.75,0.875
4019,0.053333333,0.226666667,0.395555556,0.564444444,0.742222222,0.853333333,0.906666667,0.942222222,0.973333333,0.995555556,1
4021,0,0.153846154,0.336538462,0.596153846,0.788461538,0.923076923,0.961538462,1,1,1,1
4023,0.125,0.125,0.25,0.25,0.5,0.875,0.875,0.875,0.875,0.875,0.875
4025,0,0.016666667,0.2,0.366666667,0.45,0.533333333,0.666666667,0.766666667,0.816666667,0.85,0.883333333
4027,0,0,0,0.045454545,0.136363636,0.227272727,0.272727273,0.272727273,0.272727273,0.363636364,0.5
5005,0,0.076923077,0.230769231,0.307692308,0.384615385,0.692307692,0.769230769,0.846153846,0.923076923,0.923076923,0.923076923
5007,0.005319149,0.031914894,0.132978723,0.255319149,0.388297872,0.579787234,0.718085106,0.781914894,0.872340426,0.925531915,0.978723404
5009,0,0,0.076923077,0.307692308,0.384615385,0.692307692,0.692307692,0.846153846,0.923076923,1,1
5015,0,0,0,0,0,0,0.333333333,0.666666667,0.833333333,0.833333333,1
5019,0,0,0.090909091,0.272727273,0.545454545,0.818181818,1,1,1,1,1
5023,0,0.181818182,0.363636364,0.363636364,0.454545455,0.727272727,0.909090909,1,1,1,1
5029,0.166666667,0.333333333,0.333333333,0.833333333,1,1,1,1,1,1,1
5031,0,0.130434783,0.326086957,0.456521739,0.673913043,0.782608696,0.891304348,0.913043478,0.913043478,0.956521739,1
5033,0,0.095238095,0.238095238,0.476190476,0.619047619,0.761904762,0.857142857,0.904761905,0.952380952,0.952380952,1
5035,0,0.125,0.25,0.5,0.75,0.75,0.75,0.75,0.875,1,1
5041,0,0,0,0.5,1,1,1,1,1,1,1
5043,0,0,0,0,0,0,0,0.5,0.5,1,1
5045,0.049382716,0.148148148,0.395061728,0.567901235,0.75308642,0.888888889,0.950617284,0.987654321,1,1,1
5049,0,0,0.4,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.6
5051,0,0.132075472,0.29245283,0.490566038,0.641509434,0.783018868,0.849056604,0.877358491,0.924528302,0.971698113,1
5053,0,0.166666667,0.5,0.833333333,0.833333333,0.833333333,1,1,1,1,1
5055,0,0.25,0.75,1,1,1,1,1,1,1,1
5059,0,0,0,0.142857143,0.142857143,0.428571429,0.428571429,0.714285714,1,1,1
5069,0,0,0.375,0.625,0.625,0.625,1,1,1,1,1
5071,0,0,0,0.384615385,0.615384615,1,1,1,1,1,1
5075,0,0,0,0.5,1,1,1,1,1,1,1
5081,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,1,1
5083,0,0,0,0.166666667,0.333333333,0.333333333,0.833333333,0.833333333,0.833333333,0.833333333,1
5085,0,0.076923077,0.230769231,0.538461538,0.923076923,1,1,1,1,1,1
5087,0,0,0,0,0,0,0,0,0.25,0.25,0.25
5089,0,0,0.6,0.8,1,1,1,1,1,1,1
5091,0,0,0,0,0.5,0.5,0.5,1,1,1,1
5093,0,0,0.25,0.25,0.75,0.75,1,1,1,1,1
5097,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5
5103,0,0,0,0,0,0.333333333,0.666666667,0.666666667,0.666666667,1,1
5105,0,0,0,0.714285714,0.714285714,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,1
5109,0,0,0,0,0,0,0,0,0.5,0.5,0.5
5111,0,0,0.333333333,0.333333333,0.333333333,0.666666667,1,1,1,1,1
5113,0,0.2,0.2,0.2,0.2,0.2,0.4,0.8,0.8,0.8,0.8
5115,0.046511628,0.11627907,0.302325581,0.511627907,0.651162791,0.88372093,1,1,1,1,1
5119,0.037234043,0.175531915,0.372340426,0.627659574,0.75,0.888297872,0.957446809,0.989361702,1,1,1
5121,0,0,0,0,0.5,0.5,1,1,1,1,1
5123,0,0.666666667,0.666666667,1,1,1,1,1,1,1,1
5125,0,0.195652174,0.413043478,0.630434783,0.760869565,0.869565217,0.913043478,0.97826087,1,1,1
5129,0,0,0,0.5,0.5,1,1,1,1,1,1
5131,0.027777778,0.222222222,0.333333333,0.638888889,0.722222222,0.805555556,0.888888889,0.888888889,0.972222222,1,1
5135,0,0.3,0.4,0.4,0.6,0.8,0.9,0.9,0.9,1,1
5137,0,0,0,0,0.25,0.75,0.75,0.75,1,1,1
5139,0.25,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1
5141,0,0,0.125,0.5,0.75,1,1,1,1,1,1
5143,0.01754386,0.052631579,0.122807018,0.263157895,0.377192982,0.535087719,0.701754386,0.807017544,0.850877193,0.894736842,0.98245614
5145,0,0.208333333,0.375,0.458333333,0.791666667,0.875,1,1,1,1,1
5149,0,0,0,0.25,0.25,1,1,1,1,1,1
6001,0.057010786,0.30816641,0.576271186,0.758089368,0.859013867,0.935285054,0.977657935,1,1,1,1
6005,0.058823529,0.411764706,0.529411765,0.705882353,0.764705882,0.882352941,0.941176471,1,1,1,1
6007,0.037267081,0.186335404,0.378881988,0.565217391,0.776397516,0.869565217,0.913043478,0.956521739,1,1,1
6009,0.03030303,0.303030303,0.393939394,0.545454545,0.666666667,0.757575758,0.909090909,0.96969697,1,1,1
6011,0,0,0.583333333,0.75,0.75,0.916666667,1,1,1,1,1
6013,0.030084236,0.246690734,0.519855596,0.7244284,0.853188929,0.91576414,0.962695548,0.981949458,1,1,1
6017,0.048,0.136,0.384,0.616,0.768,0.864,0.96,0.968,1,1,1
6019,0.026315789,0.184210526,0.478070175,0.728070175,0.837719298,0.916666667,0.969298246,0.98245614,1,1,1
6021,0,0.038461538,0.269230769,0.730769231,0.846153846,0.923076923,0.961538462,0.961538462,1,1,1
6023,0,0.071428571,0.214285714,0.271428571,0.357142857,0.485714286,0.585714286,0.671428571,0.714285714,0.8,0.842857143
6025,0,0.242424242,0.515151515,0.757575758,0.818181818,0.878787879,0.939393939,0.96969697,1,1,1
6027,0,0.333333333,0.333333333,0.666666667,0.666666667,1,1,1,1,1,1
6029,0.018957346,0.085308057,0.317535545,0.483412322,0.668246445,0.815165877,0.890995261,0.938388626,0.947867299,0.976303318,0.985781991
6031,0,0.052631579,0.210526316,0.526315789,0.736842105,0.789473684,0.947368421,1,1,1,1
6033,0,0,0.166666667,0.333333333,0.583333333,0.666666667,0.666666667,0.666666667,0.75,0.75,0.833333333
6035,0,0.3,0.5,0.5,0.5,0.5,0.5,0.8,0.8,0.8,0.9
6037,0.034423408,0.222030981,0.4767642,0.6821572,0.803786575,0.895582329,0.937177281,0.966724039,0.98680436,1,1
6039,0,0,0.285714286,0.535714286,0.571428571,0.75,0.892857143,0.928571429,1,1,1
6041,0.084249084,0.238095238,0.549450549,0.747252747,0.853479853,0.923076923,0.945054945,0.974358974,0.989010989,1,1
6043,0,0,0,0,0,0,0.666666667,0.666666667,0.666666667,1,1
6045,0,0.055555556,0.111111111,0.222222222,0.222222222,0.333333333,0.333333333,0.444444444,0.444444444,0.722222222,0.833333333
6047,0.035087719,0.175438596,0.456140351,0.771929825,0.877192982,0.894736842,0.947368421,0.964912281,1,1,1
6049,0,0.25,0.25,0.25,0.75,1,1,1,1,1,1
6051,0.066666667,0.333333333,0.4,0.533333333,0.666666667,0.733333333,1,1,1,1,1
6053,0.060606061,0.252525253,0.449494949,0.575757576,0.712121212,0.848484848,0.883838384,0.929292929,0.944444444,0.954545455,0.98989899
6055,0.081081081,0.148648649,0.472972973,0.621621622,0.77027027,0.918918919,0.972972973,0.986486486,1,1,1
6057,0.014084507,0.070422535,0.211267606,0.352112676,0.647887324,0.746478873,0.816901408,0.929577465,1,1,1
6059,0.043611794,0.28992629,0.601351351,0.788083538,0.87960688,0.947788698,0.977272727,1,1,1,1
6061,0.019157088,0.157088123,0.429118774,0.67816092,0.800766284,0.885057471,0.950191571,0.980842912,0.988505747,1,1
6063,0,0.166666667,0.416666667,0.416666667,0.666666667,0.833333333,0.916666667,1,1,1,1
6065,0.044416244,0.265228426,0.527918782,0.748730964,0.856598985,0.935279188,0.97715736,1,1,1,1
6067,0.020754717,0.213207547,0.50754717,0.760377358,0.858490566,0.930188679,0.967924528,0.986792453,1,1,1
6069,0.033333333,0.2,0.3,0.633333333,0.8,0.8,0.866666667,0.933333333,1,1,1
6071,0.025889968,0.245954693,0.519417476,0.716828479,0.841423948,0.909385113,0.943365696,0.980582524,0.990291262,1,1
6073,0.044816054,0.282274247,0.573913043,0.763210702,0.876254181,0.931103679,0.961204013,0.981939799,1,1,1
6075,0.068852459,0.321311475,0.606557377,0.773770492,0.862295082,0.91147541,0.960655738,0.986885246,0.993442623,1,1
6077,0.018518519,0.188888889,0.518518519,0.751851852,0.840740741,0.903703704,0.940740741,0.977777778,1,1,1
6079,0.053571429,0.098214286,0.303571429,0.553571429,0.848214286,0.910714286,0.964285714,1,1,1,1
6081,0.057803468,0.294797688,0.563583815,0.729768786,0.856936416,0.923410405,0.960982659,0.981213873,1,1,1
6083,0.04845815,0.251101322,0.537444934,0.718061674,0.828193833,0.9030837,0.947136564,0.991189427,1,1,1
6085,0.065380493,0.328510182,0.608788853,0.780278671,0.883708467,0.952304394,0.985530547,1,1,1,1
6087,0.048951049,0.216783217,0.475524476,0.643356643,0.804195804,0.881118881,0.972027972,0.993006993,1,1,1
6089,0.047619048,0.095238095,0.214285714,0.380952381,0.5,0.619047619,0.69047619,0.714285714,0.880952381,0.928571429,0.976190476
6091,0,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1
6093,0,0,0.071428571,0.142857143,0.142857143,0.285714286,0.285714286,0.285714286,0.285714286,0.357142857,0.785714286
6095,0.027173913,0.168478261,0.413043478,0.64673913,0.85326087,0.923913043,0.967391304,0.989130435,1,1,1
6097,0.019920319,0.131474104,0.342629482,0.589641434,0.741035857,0.844621514,0.90438247,0.940239044,0.964143426,0.984063745,1
6099,0.021126761,0.225352113,0.521126761,0.732394366,0.922535211,1,1,1,1,1,1
6101,0.026315789,0.157894737,0.394736842,0.5,0.657894737,0.736842105,0.868421053,0.947368421,0.973684211,1,1
6103,0,0.047619048,0.238095238,0.523809524,0.523809524,0.571428571,0.619047619,0.761904762,0.761904762,0.761904762,0.761904762
6105,0,0,0.333333333,0.333333333,0.333333333,0.333333333,1,1,1,1,1
6107,0.011764706,0.105882353,0.294117647,0.564705882,0.788235294,0.941176471,1,1,1,1,1
6109,0,0,0.125,0.34375,0.46875,0.59375,0.78125,0.90625,0.90625,1,1
6111,0.045685279,0.296954315,0.54822335,0.725888325,0.850253807,0.913705584,0.946700508,0.97715736,0.992385787,1,1
6113,0.016129032,0.129032258,0.435483871,0.709677419,0.838709677,0.903225806,0.935483871,0.983870968,1,1,1
6115,0.034482759,0.172413793,0.482758621,0.586206897,0.689655172,0.75862069,0.862068966,0.896551724,0.931034483,1,1
8001,0.012048193,0.13253012,0.301204819,0.463855422,0.662650602,0.843373494,0.945783133,0.987951807,1,1,1
8005,0.022508039,0.112540193,0.289389068,0.501607717,0.691318328,0.823151125,0.887459807,0.945337621,1,1,1
8007,0,0,0,0,0,0,0.25,0.375,0.375,0.75,0.75
8013,0.00625,0.05625,0.2125,0.39375,0.54375,0.7,0.825,0.8875,0.94375,0.96875,1
8014,0,0.060606061,0.287878788,0.424242424,0.575757576,0.787878788,0.878787879,0.909090909,0.939393939,0.96969697,1
8015,0,0,0.090909091,0.090909091,0.272727273,0.272727273,0.272727273,0.363636364,0.636363636,0.818181818,1
8021,0,0,0,0,0,0,0,0,0,0,0
8029,0,0,0.111111111,0.111111111,0.333333333,0.444444444,0.555555556,0.555555556,0.777777778,0.777777778,0.777777778
8031,0.010067114,0.05704698,0.224832215,0.432885906,0.610738255,0.765100671,0.845637584,0.902684564,0.956375839,0.979865772,1
8035,0.013559322,0.105084746,0.305084746,0.53559322,0.698305085,0.813559322,0.911864407,0.949152542,0.979661017,1,1
8037,0,0.055555556,0.092592593,0.148148148,0.37037037,0.5,0.759259259,0.907407407,0.944444444,0.981481481,1
8039,0,0,0,0.166666667,0.5,0.666666667,0.916666667,0.916666667,0.916666667,1,1
8041,0.006451613,0.038709677,0.212903226,0.364516129,0.54516129,0.683870968,0.793548387,0.877419355,0.916129032,0.964516129,1
8043,0,0.076923077,0.230769231,0.230769231,0.307692308,0.307692308,0.384615385,0.692307692,0.692307692,0.692307692,0.846153846
8045,0,0.03125,0.1875,0.34375,0.40625,0.4375,0.65625,0.6875,0.8125,0.90625,1
8047,0,0,0,0,0,0,0,0,0.666666667,0.666666667,0.666666667
8049,0.03030303,0.03030303,0.090909091,0.090909091,0.151515152,0.272727273,0.363636364,0.484848485,0.575757576,0.636363636,0.757575758
8051,0.166666667,0.333333333,0.333333333,0.333333333,0.5,0.666666667,0.666666667,0.666666667,0.833333333,1,1
8059,0.009966777,0.056478405,0.189368771,0.378737542,0.584717608,0.747508306,0.84717608,0.913621262,0.956810631,0.990033223,1
8067,0,0.166666667,0.233333333,0.366666667,0.5,0.6,0.666666667,0.733333333,0.833333333,0.866666667,0.966666667
8069,0.013422819,0.093959732,0.201342282,0.322147651,0.516778523,0.691275168,0.812080537,0.872483221,0.939597315,0.966442953,1
8071,0,0,0,0,0,0,0,0,0,0,0.5
8077,0.018518519,0.12962963,0.296296296,0.5,0.648148148,0.722222222,0.833333333,0.851851852,0.907407407,0.962962963,0.981481481
8081,0,0,0,0,0,0.2,0.2,0.8,1,1,1
8083,0,0,0.166666667,0.333333333,0.333333333,0.333333333,0.333333333,0.5,0.5,0.5,0.666666667
8085,0,0.090909091,0.181818182,0.363636364,0.363636364,0.636363636,0.636363636,0.636363636,0.636363636,0.727272727,1
8087,0,0,0,0.285714286,0.285714286,0.285714286,0.428571429,0.571428571,0.571428571,0.571428571,0.714285714
8089,0.2,0.2,0.2,0.2,0.4,0.6,0.6,0.6,0.6,0.6,0.6
8091,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0.666666667
8093,0.058823529,0.058823529,0.176470588,0.352941176,0.470588235,0.529411765,0.647058824,0.823529412,0.823529412,0.823529412,1
8097,0,0,0,0.066666667,0.066666667,0.266666667,0.666666667,0.8,0.8,1,1
8099,0,0,0,0,0,0,0,0.333333333,0.333333333,0.5,0.5
8101,0,0.054054054,0.189189189,0.297297297,0.405405405,0.594594595,0.72972973,0.783783784,0.810810811,0.918918919,0.945945946
8107,0.055555556,0.111111111,0.111111111,0.222222222,0.333333333,0.388888889,0.444444444,0.444444444,0.611111111,0.666666667,0.888888889
8113,0.083333333,0.166666667,0.166666667,0.25,0.333333333,0.333333333,0.666666667,0.75,0.75,0.75,0.916666667
8117,0,0.052631579,0.131578947,0.184210526,0.368421053,0.552631579,0.657894737,0.763157895,0.763157895,0.842105263,0.894736842
8119,0.066666667,0.133333333,0.133333333,0.266666667,0.733333333,0.8,0.933333333,0.933333333,0.933333333,0.933333333,0.933333333
8123,0,0.109195402,0.224137931,0.333333333,0.459770115,0.603448276,0.718390805,0.816091954,0.902298851,0.948275862,1
9001,0.042168675,0.142570281,0.355421687,0.56626506,0.740963855,0.869477912,0.929718876,0.963855422,0.985943775,1,1
9003,0.017045455,0.113636364,0.329545455,0.494318182,0.647727273,0.840909091,0.926136364,0.965909091,0.988636364,0.994318182,1
9005,0.038461538,0.173076923,0.365384615,0.5,0.673076923,0.769230769,0.865384615,0.903846154,0.923076923,0.942307692,1
9007,0,0,0.153846154,0.358974359,0.58974359,0.666666667,0.820512821,0.871794872,0.923076923,0.948717949,1
9009,0.030612245,0.163265306,0.362244898,0.637755102,0.765306122,0.887755102,0.93877551,0.969387755,0.994897959,1,1
9011,0.019230769,0.134615385,0.423076923,0.519230769,0.596153846,0.826923077,0.884615385,0.942307692,0.942307692,0.961538462,0.980769231
9013,0.060606061,0.303030303,0.454545455,0.545454545,0.727272727,0.787878788,0.878787879,0.96969697,1,1,1
9015,0,0,0.117647059,0.235294118,0.470588235,0.588235294,0.764705882,0.941176471,0.941176471,1,1
10001,0,0.068965517,0.068965517,0.379310345,0.517241379,0.586206897,0.724137931,0.793103448,0.896551724,0.965517241,1
10003,0.02027027,0.121621622,0.324324324,0.47972973,0.621621622,0.783783784,0.878378378,0.918918919,0.966216216,0.97972973,1
10005,0.029585799,0.094674556,0.284023669,0.426035503,0.603550296,0.74556213,0.834319527,0.893491124,0.923076923,0.964497041,1
11001,0.022727273,0.189393939,0.420454545,0.625,0.791666667,0.897727273,0.965909091,0.992424242,1,1,1
12001,0.010416667,0.114583333,0.28125,0.4375,0.75,0.864583333,0.927083333,0.947916667,0.989583333,1,1
12003,0,0,0,0.2,0.2,0.2,0.4,0.8,0.8,0.8,1
12005,0.047619048,0.214285714,0.428571429,0.69047619,0.928571429,0.976190476,1,1,1,1,1
12009,0.016574586,0.138121547,0.348066298,0.651933702,0.82320442,0.917127072,0.958563536,0.980662983,1,1,1
12011,0.030470914,0.221606648,0.495844875,0.689750693,0.847645429,0.933518006,0.968144044,1,1,1,1
12015,0,0.071428571,0.348214286,0.633928571,0.785714286,0.928571429,0.9375,0.973214286,1,1,1
12017,0,0.126436782,0.32183908,0.482758621,0.67816092,0.804597701,0.873563218,0.896551724,0.908045977,0.977011494,1
12019,0,0.202380952,0.464285714,0.607142857,0.833333333,0.94047619,0.976190476,1,1,1,1
12021,0.023952096,0.113772455,0.299401198,0.54491018,0.77245509,0.874251497,0.922155689,0.964071856,0.994011976,1,1
12023,0,0,0,0.4,0.8,0.8,0.8,0.8,0.8,0.8,0.8
12027,0,0,0.25,0.75,0.75,0.75,0.75,0.75,0.75,1,1
12031,0.022792023,0.176638177,0.39031339,0.595441595,0.772079772,0.849002849,0.934472934,0.98005698,1,1,1
12033,0.009259259,0.111111111,0.333333333,0.601851852,0.740740741,0.824074074,0.888888889,0.953703704,1,1,1
12035,0,0.049382716,0.308641975,0.518518519,0.703703704,0.888888889,0.962962963,1,1,1,1
12037,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.666666667,0.666666667,1,1,1,1
12039,0,0.25,0.5,0.5,0.75,1,1,1,1,1,1
12045,0.071428571,0.071428571,0.214285714,0.5,0.714285714,0.785714286,0.928571429,1,1,1,1
12049,0,0,0.25,0.25,0.25,0.5,0.5,0.5,0.5,0.5,0.75
12053,0,0.108695652,0.304347826,0.652173913,0.793478261,0.902173913,0.945652174,0.967391304,1,1,1
12055,0.045454545,0.318181818,0.409090909,0.636363636,0.727272727,0.818181818,0.863636364,0.863636364,0.909090909,0.909090909,1
12057,0.021802326,0.145348837,0.376453488,0.590116279,0.779069767,0.877906977,0.950581395,0.984011628,1,1,1
12059,0,0,0,0.5,0.5,0.75,0.75,0.75,0.75,0.75,1
12061,0.034188034,0.145299145,0.35042735,0.564102564,0.735042735,0.863247863,0.948717949,1,1,1,1
12063,0,0,0.166666667,0.166666667,0.666666667,1,1,1,1,1,1
12065,0,0,0.5,0.5,0.5,0.5,0.5,1,1,1,1
12069,0.023952096,0.185628743,0.467065868,0.658682635,0.778443114,0.886227545,0.946107784,0.988023952,1,1,1
12071,0.007246377,0.126811594,0.376811594,0.612318841,0.789855072,0.920289855,0.974637681,1,1,1,1
12073,0.029411765,0.18627451,0.392156863,0.696078431,0.803921569,0.882352941,0.931372549,0.960784314,0.990196078,1,1
12075,0,0,0.5,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
12081,0.015384615,0.143589744,0.374358974,0.6,0.78974359,0.902564103,0.958974359,0.979487179,1,1,1
12083,0.02173913,0.125,0.266304348,0.505434783,0.706521739,0.836956522,0.891304348,0.929347826,0.945652174,0.956521739,0.983695652
12085,0.020408163,0.183673469,0.367346939,0.591836735,0.714285714,0.816326531,0.857142857,0.918367347,0.979591837,1,1
12086,0.020496224,0.156418554,0.473570658,0.720604099,0.846817691,0.926645092,0.964401294,0.990291262,1,1,1
12087,0.055555556,0.222222222,0.333333333,0.444444444,0.666666667,0.833333333,0.916666667,0.972222222,0.972222222,1,1
12089,0.046511628,0.23255814,0.395348837,0.581395349,0.720930233,0.744186047,0.860465116,0.930232558,0.953488372,1,1
12091,0,0.12244898,0.244897959,0.530612245,0.693877551,0.816326531,0.918367347,0.93877551,1,1,1
12093,0,0,0.25,0.375,0.375,0.375,0.375,0.625,0.625,0.875,1
12095,0.017035775,0.134582624,0.345826235,0.546848382,0.746166951,0.858603066,0.942078365,0.976149915,0.99318569,1,1
12097,0.005586592,0.117318436,0.357541899,0.592178771,0.737430168,0.860335196,0.927374302,1,1,1,1
12099,0.016393443,0.171220401,0.464480874,0.704918033,0.837887067,0.9143898,0.969034608,0.97996357,1,1,1
12101,0.013559322,0.196610169,0.386440678,0.596610169,0.793220339,0.928813559,0.976271186,1,1,1,1
12103,0.011210762,0.091928251,0.367713004,0.607623318,0.816143498,0.901345291,0.955156951,0.98206278,1,1,1
12105,0.014652015,0.15018315,0.355311355,0.516483516,0.67032967,0.787545788,0.871794872,0.941391941,0.970695971,0.989010989,1
12107,0,0,0,0.222222222,0.333333333,0.666666667,0.666666667,0.888888889,0.888888889,0.888888889,0.888888889
12109,0.042253521,0.178403756,0.342723005,0.492957746,0.671361502,0.82629108,0.920187793,0.962441315,0.976525822,0.995305164,1
12111,0,0.142857143,0.317460317,0.507936508,0.706349206,0.849206349,0.904761905,0.952380952,1,1,1
12113,0.01,0.03,0.24,0.45,0.73,0.84,0.92,0.94,1,1,1
12115,0.018587361,0.107806691,0.356877323,0.576208178,0.80669145,0.910780669,0.951672862,0.988847584,1,1,1
12117,0.032258065,0.187096774,0.367741935,0.580645161,0.806451613,0.909677419,0.941935484,1,1,1,1
12119,0.06,0.2,0.28,0.52,0.68,0.9,0.96,0.98,1,1,1
12121,0,0,0,0,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667
12127,0.03030303,0.109848485,0.329545455,0.560606061,0.761363636,0.859848485,0.912878788,0.954545455,0.965909091,0.96969697,1
12129,0,0.176470588,0.529411765,0.647058824,0.705882353,0.705882353,0.823529412,0.882352941,1,1,1
